iter	Passed	Remaining
540	14451	38972
541	14473	38934
542	14494	38893
543	14517	38856
544	14542	38824
545	14565	38788
546	14589	38753
547	14612	38719
548	14636	38684
549	14659	38647
550	14683	38613
551	14706	38577
552	14729	38542
553	14755	38514
554	14777	38474
555	14798	38434
556	14822	38400
557	14845	38364
558	14867	38326
559	14892	38294
560	14918	38266
561	14941	38230
562	14964	38194
563	14987	38159
564	15009	38121
565	15032	38086
566	15056	38051
567	15079	38017
568	15106	37992
569	15129	37955
570	15152	37922
571	15175	37884
572	15199	37852
573	15223	37820
574	15246	37784
575	15272	37756
576	15295	37723
577	15318	37686
578	15341	37652
579	15365	37618
580	15389	37586
581	15412	37552
582	15435	37516
583	15458	37480
584	15481	37447
585	15507	37420
586	15531	37385
587	15553	37350
588	15577	37316
589	15600	37283
590	15624	37250
591	15651	37224
592	15674	37189
593	15699	37161
594	15721	37124
595	15746	37093
596	15768	37058
597	15793	37026
598	15817	36995
599	15841	36964
600	15865	36932
601	15891	36903
602	15921	36885
603	15944	36852
604	15967	36818
605	15991	36784
606	16016	36756
607	16040	36724
608	16064	36692
609	16104	36697
610	16127	36663
611	16151	36632
612	16198	36650
613	16229	36635
614	16255	36607
615	16285	36588
616	16309	36558
617	16338	36536
618	16362	36504
619	16391	36483
620	16416	36455
621	16440	36423
622	16464	36390
623	16486	36355
624	16509	36320
625	16533	36288
626	16555	36253
627	16578	36219
628	16603	36189
629	16631	36166
630	16658	36140
631	16684	36113
632	16711	36089
633	16735	36058
634	16762	36033
635	16789	36007
636	16814	35977
637	16836	35942
638	16859	35909
639	16883	35877
640	16911	35853
641	16965	35885
642	17032	35945
643	17105	36017
644	17142	36012
645	17165	35978
646	17188	35944
647	17211	35910
648	17234	35877
649	17258	35843
650	17280	35807
651	17303	35775
652	17327	35742
653	17350	35710
654	17373	35675
655	17396	35641
656	17420	35610
657	17443	35575
658	17466	35542
659	17489	35509
660	17514	35479
661	17538	35447
662	17562	35415
663	17586	35385
664	17610	35353
665	17632	35318
666	17656	35285
667	17679	35252
668	17702	35220
669	17725	35186
670	17752	35160
671	17773	35124
672	17821	35139
673	17916	35248
674	17957	35249
675	17985	35225
676	18023	35222
677	18054	35203
678	18078	35171
679	18100	35137
680	18122	35100
681	18145	35066
682	18170	35038
683	18194	35005
684	18217	34972
685	18242	34941
686	18266	34910
687	18289	34878
688	18312	34843
689	18334	34809
690	18358	34777
691	18381	34744
692	18413	34727
693	18439	34700
694	18463	34668
695	18485	34634
696	18511	34605
697	18533	34571
698	18556	34537
699	18580	34506
700	18603	34473
701	18626	34440
702	18648	34405
703	18671	34371
704	18694	34339
705	18717	34306
706	18741	34275
707	18765	34244
708	18788	34211
709	18811	34178
710	18833	34144
711	18857	34112
712	18879	34079
713	18904	34048
714	18930	34021
715	18953	33988
716	18975	33955
717	18998	33922
718	19020	33887
719	19042	33853
720	19066	33822
721	19089	33789
722	19113	33759
723	19136	33727
724	19159	33694
725	19184	33665
726	19208	33634
727	19229	33599
728	19251	33564
729	19275	33533
730	19298	33502
731	19323	33472
732	19346	33440
733	19368	33406
734	19392	33376
735	19414	33341
736	19437	33309
737	19460	33277
738	19482	33243
739	19504	33211
740	19528	33179
741	19551	33147
742	19573	33114
743	19597	33083
744	19620	33052
745	19643	33020
746	19669	32993
747	19692	32961
748	19715	32930
749	19737	32896
750	19761	32864
751	19785	32836
752	19809	32805
753	19833	32775
754	19857	32745
755	19881	32715
756	19903	32682
757	19926	32650
758	19949	32618
759	19971	32585
760	19993	32552
761	20018	32522
762	20042	32492
763	20067	32465
764	20090	32433
765	20114	32403
766	20138	32374
767	20162	32344
768	20187	32315
769	20210	32284
770	20233	32253
771	20256	32220
772	20280	32192
773	20303	32160
774	20327	32129
775	20350	32099
776	20373	32068
777	20395	32034
778	20418	32003
779	20445	31978
780	20470	31951
781	20495	31921
782	20518	31892
783	20541	31859
784	20566	31832
785	20589	31801
786	20612	31770
787	20638	31743
788	20660	31710
789	20683	31680
790	20706	31649
791	20728	31616
792	20752	31587
793	20775	31555
794	20797	31523
795	20819	31491
796	20843	31461
797	20866	31429
798	20889	31398
799	20911	31367
800	20936	31339
801	20958	31307
802	20983	31279
803	21006	31248
804	21030	31219
805	21052	31187
806	21076	31157
807	21099	31126
808	21120	31093
809	21143	31062
810	21167	31033
811	21192	31005
812	21217	30978
813	21240	30948
814	21264	30918
815	21288	30888
816	21311	30858
817	21334	30828
818	21357	30797
819	21381	30768
820	21404	30738
821	21428	30709
822	21451	30678
823	21474	30647
824	21498	30619
825	21521	30588
826	21545	30559
827	21569	30530
828	21591	30499
829	21616	30471
830	21641	30443
831	21665	30415
832	21688	30384
833	21710	30353
834	21733	30322
835	21756	30292
836	21779	30262
837	21802	30231
838	21825	30201
839	21849	30173
840	21873	30143
841	21898	30116
842	21921	30086
843	21944	30056
844	21968	30028
845	21993	30000
846	22016	29969
847	22039	29940
848	22062	29910
849	22086	29882
850	22109	29852
851	22132	29821
852	22156	29792
853	22178	29761
854	22201	29731
855	22224	29701
856	22248	29672
857	22271	29642
858	22294	29612
859	22317	29583
860	22339	29552
861	22362	29522
862	22384	29491
863	22408	29462
864	22430	29432
865	22455	29405
866	22484	29382
867	22511	29358
868	22540	29336
869	22566	29310
870	22589	29280
871	22611	29249
872	22634	29219
873	22655	29187
874	22678	29158
875	22703	29131
876	22727	29102
877	22750	29072
878	22774	29044
879	22799	29017
880	22822	28988
881	22845	28958
882	22868	28928
883	22890	28898
884	22912	28867
885	22936	28838
886	22960	28810
887	22983	28781
888	23006	28751
889	23028	28720
890	23051	28691
891	23072	28659
892	23096	28631
893	23118	28600
894	23144	28575
895	23167	28545
896	23191	28517
897	23213	28486
898	23237	28458
899	23261	28430
900	23292	28411
901	23364	28441
902	23430	28464
903	23458	28440
904	23486	28416
905	23509	28388
906	23533	28359
907	23558	28332
908	23582	28303
909	23603	28271
910	23627	28244
911	23679	28249
912	23756	28283
913	23808	28289
914	23837	28265
915	23871	28249
916	23896	28222
917	23922	28196
918	23945	28166
919	23969	28137
920	23993	28110
921	24020	28084
922	24045	28057
923	24069	28028
924	24091	27998
925	24115	27969
926	24139	27941
927	24163	27913
928	24187	27885
929	24211	27856
930	24235	27827
931	24257	27797
932	24281	27769
933	24303	27738
934	24330	27713
935	24352	27683
936	24376	27654
937	24399	27624
938	24422	27595
939	24446	27566
940	24469	27538
941	24498	27514
942	24524	27489
943	24547	27460
944	24570	27430
945	24594	27402
946	24616	27371
947	24640	27343
948	24663	27314
949	24685	27283
950	24707	27254
951	24730	27224
952	24754	27196
953	24795	27186
954	24858	27200
955	24916	27210
956	24961	27204
957	24984	27175
958	25011	27149
959	25039	27125
960	25062	27096
961	25085	27066
962	25110	27039
963	25134	27011
964	25165	26991
965	25250	27027
966	25321	27049
967	25349	27025
968	25373	26996
969	25397	26968
970	25419	26938
971	25442	26908
972	25467	26880
973	25489	26850
974	25513	26821
975	25536	26791
976	25558	26762
977	25583	26734
978	25606	26704
979	25627	26673
980	25651	26644
981	25678	26619
982	25736	26627
983	25807	26646
984	25892	26680
985	25916	26652
986	25939	26623
987	25964	26595
988	25988	26567
989	26015	26540
990	26039	26512
991	26062	26482
992	26084	26452
993	26108	26423
994	26133	26396
995	26172	26382
996	26239	26397
997	26309	26414
998	26333	26386
999	26357	26357
1000	26381	26329
1001	26405	26299
1002	26427	26269
1003	26453	26242
1004	26477	26213
1005	26501	26185
1006	26530	26161
1007	26556	26134
1008	26579	26105
1009	26604	26077
1010	26647	26067
1011	26712	26078
1012	26780	26093
1013	26806	26066
1014	26830	26037
1015	26855	26010
1016	26878	25980
1017	26903	25951
1018	26927	25923
1019	26953	25896
1020	26978	25869
1021	27008	25846
1022	27040	25824
1023	27065	25796
1024	27090	25769
1025	27115	25741
1026	27140	25713
1027	27164	25684
1028	27188	25655
1029	27211	25626
1030	27236	25598
1031	27262	25571
1032	27286	25542
1033	27311	25515
1034	27365	25514
1035	27443	25536
1036	27481	25520
1037	27504	25490
1038	27528	25462
1039	27554	25434
1040	27580	25408
1041	27606	25380
1042	27630	25352
1043	27654	25323
1044	27679	25295
1045	27714	25276
1046	27765	25272
1047	27813	25265
1048	27867	25264
1049	27916	25257
1050	27965	25251
1051	28004	25236
1052	28048	25224
1053	28115	25234
1054	28164	25227
1055	28221	25228
1056	28278	25228
1057	28327	25221
1058	28379	25216
1059	28430	25211
1060	28477	25203
1061	28516	25187
1062	28561	25176
1063	28610	25168
1064	28654	25156
1065	28700	25146
1066	28743	25133
1067	28813	25143
1068	28880	25152
1069	28948	25161
1070	29001	25156
1071	29039	25138
1072	29068	25113
1073	29112	25100
1074	29150	25082
1075	29185	25062
1076	29214	25036
1077	29240	25009
1078	29274	24987
1079	29325	24980
1080	29373	24971
1081	29420	24961
1082	29472	24955
1083	29520	24945
1084	29571	24938
1085	29624	24932
1086	29673	24923
1087	29725	24916
1088	29781	24913
1089	29813	24889
1090	29837	24859
1091	29860	24829
1092	29883	24797
1093	29906	24767
1094	29930	24737
1095	29953	24706
1096	29978	24676
1097	30012	24654
1098	30078	24659
1099	30131	24652
1100	30166	24631
1101	30197	24607
1102	30236	24589
1103	30274	24570
1104	30312	24552
1105	30367	24546
1106	30413	24534
1107	30470	24530
1108	30511	24513
1109	30549	24494
1110	30619	24501
1111	30662	24485
1112	30717	24480
1113	30775	24477
1114	30841	24479
1115	30892	24470
1116	30950	24466
1117	30989	24447
1118	31029	24429
1119	31061	24405
1120	31096	24383
1121	31130	24360
1122	31169	24341
1123	31205	24320
1124	31244	24301
1125	31291	24288
1126	31345	24280
1127	31381	24259
1128	31440	24255
1129	31487	24242
1130	31558	24247
1131	31641	24261
1132	31706	24262
1133	31742	24240
1134	31786	24225
1135	31820	24201
1136	31875	24194
1137	31957	24206
1138	32038	24218
1139	32097	24213
1140	32137	24194
1141	32178	24176
1142	32226	24162
1143	32262	24140
1144	32302	24121
1145	32333	24094
1146	32364	24069
1147	32398	24044
1148	32442	24028
1149	32478	24006
1150	32522	23989
1151	32570	23975
1152	32615	23959
1153	32659	23942
1154	32694	23919
1155	32734	23899
1156	32781	23884
1157	32840	23878
1158	32884	23861
1159	32930	23846
1160	32993	23842
1161	33038	23826
1162	33085	23811
1163	33132	23796
1164	33178	23779
1165	33212	23755
1166	33244	23729
1167	33278	23704
1168	33320	23686
1169	33358	23664
1170	33393	23640
1171	33421	23611
1172	33456	23587
1173	33494	23566
1174	33531	23543
1175	33564	23518
1176	33602	23496
1177	33632	23468
1178	33663	23441
1179	33692	23413
1180	33727	23389
1181	33758	23362
1182	33792	23337
1183	33826	23313
1184	33860	23287
1185	33891	23261
1186	33924	23235
1187	33968	23217
1188	34022	23206
1189	34057	23181
1190	34095	23159
1191	34127	23133
1192	34160	23107
1193	34193	23081
1194	34225	23055
1195	34263	23033
1196	34298	23009
1197	34330	22982
1198	34362	22956
1199	34395	22930
1200	34426	22903
1201	34466	22882
1202	34498	22855
1203	34528	22827
1204	34564	22803
1205	34656	22817
1206	34710	22804
1207	34776	22800
1208	34859	22806
1209	34911	22793
1210	34967	22782
1211	35047	22786
1212	35141	22800
1213	35189	22783
1214	35227	22760
1215	35273	22741
1216	35316	22722
1217	35361	22703
1218	35422	22694
1219	35456	22669
1220	35491	22643
1221	35526	22618
1222	35563	22594
1223	35604	22572
1224	35640	22548
1225	35678	22524
1226	35714	22499
1227	35751	22475
1228	35789	22452
1229	35824	22426
1230	35856	22399
1231	35898	22378
1232	35933	22352
1233	35968	22327
1234	35999	22298
1235	36030	22271
1236	36063	22244
1237	36095	22217
1238	36126	22189
1239	36156	22160
1240	36190	22134
1241	36221	22105
1242	36252	22078
1243	36283	22050
1244	36314	22022
1245	36346	21994
1246	36378	21966
1247	36409	21939
1248	36442	21912
1249	36471	21883
1250	36503	21855
1251	36537	21829
1252	36570	21801
1253	36616	21783
1254	36648	21755
1255	36682	21728
1256	36716	21702
1257	36749	21675
1258	36779	21646
1259	36809	21618
1260	36839	21589
1261	36874	21563
1262	36907	21536
1263	36938	21508
1264	36972	21482
1265	37009	21457
1266	37046	21432
1267	37082	21407
1268	37119	21382
1269	37157	21357
1270	37194	21333
1271	37228	21307
1272	37263	21281
1273	37307	21259
1274	37343	21234
1275	37390	21215
1276	37423	21188
1277	37456	21161
1278	37486	21132
1279	37521	21106
1280	37556	21079
1281	37580	21047
1282	37608	21017
1283	37637	20988
1284	37665	20957
1285	37693	20927
1286	37722	20898
1287	37753	20869
1288	37781	20840
1289	37809	20809
1290	37856	20790
1291	37933	20787
1292	37989	20772
1293	38026	20747
1294	38058	20718
1295	38091	20691
1296	38127	20665
1297	38157	20636
1298	38184	20606
1299	38212	20576
1300	38242	20546
1301	38275	20519
1302	38304	20489
1303	38331	20459
1304	38359	20429
1305	38389	20399
1306	38419	20370
1307	38450	20342
1308	38478	20312
1309	38506	20282
1310	38534	20251
1311	38563	20222
1312	38594	20193
1313	38621	20163
1314	38649	20133
1315	38678	20103
1316	38703	20071
1317	38730	20041
1318	38757	20010
1319	38782	19978
1320	38806	19946
1321	38831	19914
1322	38853	19881
1323	38875	19848
1324	38898	19816
1325	38921	19783
1326	38948	19753
1327	38971	19720
1328	38993	19687
1329	39015	19654
1330	39039	19622
1331	39063	19590
1332	39087	19558
1333	39109	19525
1334	39134	19493
1335	39155	19460
1336	39178	19428
1337	39200	19395
1338	39222	19362
1339	39248	19331
1340	39271	19298
1341	39292	19265
1342	39314	19232
1343	39336	19200
1344	39360	19167
1345	39382	19135
1346	39403	19102
1347	39427	19070
1348	39450	19038
1349	39474	19006
1350	39496	18973
1351	39517	18940
1352	39540	18908
1353	39561	18875
1354	39585	18843
1355	39616	18815
1356	39675	18799
1357	39741	18787
1358	39802	18773
1359	39834	18745
1360	39856	18713
1361	39881	18681
1362	39905	18649
1363	39928	18617
1364	39956	18587
1365	39979	18555
1366	40003	18523
1367	40029	18493
1368	40088	18477
1369	40152	18464
1370	40202	18444
1371	40226	18412
1372	40248	18380
1373	40272	18348
1374	40294	18315
1375	40322	18285
1376	40348	18254
1377	40370	18222
1378	40394	18190
1379	40417	18158
1380	40440	18126
1381	40462	18094
1382	40487	18062
1383	40510	18030
1384	40533	17998
1385	40557	17966
1386	40584	17936
1387	40606	17904
1388	40629	17872
1389	40653	17840
1390	40675	17808
1391	40697	17775
1392	40720	17743
1393	40742	17711
1394	40764	17679
1395	40792	17649
1396	40839	17627
1397	40904	17614
1398	40976	17603
1399	41036	17586
1400	41059	17554
1401	41082	17522
1402	41104	17490
1403	41127	17458
1404	41149	17426
1405	41172	17394
1406	41195	17362
1407	41217	17330
1408	41240	17298
1409	41265	17266
1410	41288	17235
1411	41310	17203
1412	41332	17170
1413	41356	17139
1414	41379	17107
1415	41402	17075
1416	41426	17044
1417	41449	17012
1418	41472	16980
1419	41496	16949
1420	41518	16916
1421	41542	16885
1422	41565	16854
1423	41588	16822
1424	41633	16799
1425	41703	16786
1426	41770	16772
1427	41797	16742
1428	41822	16711
1429	41845	16679
1430	41869	16648
1431	41892	16616
1432	41913	16583
1433	41936	16552
1434	41957	16519
1435	41984	16489
1436	42010	16459
1437	42034	16427
1438	42062	16398
1439	42089	16367
1440	42114	16337
1441	42137	16305
1442	42161	16274
1443	42184	16242
1444	42207	16211
1445	42230	16179
1446	42253	16147
1447	42274	16115
1448	42297	16084
1449	42319	16052
1450	42354	16025
1451	42414	16007
1452	42485	15994
1453	42543	15975
1454	42568	15945
1455	42591	15913
1456	42628	15886
1457	42693	15870
1458	42760	15855
1459	42821	15837
1460	42847	15807
1461	42871	15776
1462	42895	15744
1463	42920	15713
1464	42942	15682
1465	42967	15651
1466	42990	15619
1467	43014	15588
1468	43038	15557
1469	43068	15527
1470	43096	15498
1471	43118	15466
1472	43141	15434
1473	43165	15403
1474	43189	15372
1475	43214	15341
1476	43274	15323
1477	43344	15308
1478	43396	15287
1479	43429	15258
1480	43457	15229
1481	43485	15199
1482	43511	15168
1483	43533	15137
1484	43556	15105
1485	43579	15074
1486	43602	15042
1487	43625	15010
1488	43649	14979
1489	43671	14948
1490	43701	14918
1491	43726	14888
1492	43750	14856
1493	43772	14825
1494	43794	14793
1495	43816	14761
1496	43838	14730
1497	43862	14699
1498	43886	14667
1499	43909	14636
1500	43934	14605
1501	43958	14574
1502	43981	14543
1503	44009	14513
1504	44040	14484
1505	44061	14452
1506	44083	14421
1507	44106	14390
1508	44130	14359
1509	44151	14327
1510	44173	14295
1511	44196	14264
1512	44218	14233
1513	44239	14201
1514	44262	14169
1515	44285	14138
1516	44308	14107
1517	44329	14075
1518	44351	14044
1519	44374	14012
1520	44397	13981
1521	44419	13950
1522	44441	13918
1523	44463	13887
1524	44486	13856
1525	44508	13825
1526	44530	13793
1527	44554	13762
1528	44576	13731
1529	44601	13701
1530	44623	13669
1531	44646	13638
1532	44671	13608
1533	44691	13576
1534	44714	13545
1535	44737	13514
1536	44760	13483
1537	44803	13458
1538	44870	13440
1539	44927	13419
1540	44959	13391
1541	44986	13361
1542	45009	13330
1543	45032	13299
1544	45056	13269
1545	45079	13238
1546	45103	13207
1547	45125	13176
1548	45148	13145
1549	45172	13114
1550	45195	13083
1551	45221	13053
1552	45244	13022
1553	45268	12992
1554	45291	12961
1555	45315	12930
1556	45337	12899
1557	45359	12868
1558	45381	12837
1559	45404	12806
1560	45426	12775
1561	45452	12745
1562	45507	12723
1563	45565	12702
1564	45629	12682
1565	45660	12654
1566	45688	12624
1567	45713	12594
1568	45739	12564
1569	45763	12533
1570	45786	12503
1571	45808	12472
1572	45830	12440
1573	45853	12410
1574	45875	12379
1575	45897	12348
1576	45919	12316
1577	45942	12286
1578	45964	12255
1579	45987	12224
1580	46010	12193
1581	46033	12163
1582	46056	12132
1583	46079	12101
1584	46102	12071
1585	46126	12040
1586	46150	12010
1587	46173	11979
1588	46197	11949
1589	46224	11919
1590	46247	11888
1591	46271	11858
1592	46297	11828
1593	46346	11804
1594	46409	11784
1595	46478	11765
1596	46505	11735
1597	46526	11704
1598	46551	11674
1599	46576	11644
1600	46599	11613
1601	46622	11582
1602	46644	11552
1603	46668	11521
1604	46691	11490
1605	46711	11459
1606	46735	11429
1607	46759	11398
1608	46785	11369
1609	46807	11338
1610	46830	11307
1611	46854	11277
1612	46878	11247
1613	46902	11217
1614	46926	11186
1615	46949	11156
1616	46973	11126
1617	46997	11095
1618	47019	11065
1619	47044	11035
1620	47069	11005
1621	47093	10974
1622	47116	10944
1623	47139	10914
1624	47162	10883
1625	47184	10853
1626	47209	10822
1627	47232	10792
1628	47255	10762
1629	47276	10731
1630	47300	10701
1631	47323	10670
1632	47350	10641
1633	47377	10612
1634	47398	10581
1635	47420	10550
1636	47442	10520
1637	47464	10489
1638	47487	10459
1639	47510	10429
1640	47531	10398
1641	47553	10368
1642	47575	10337
1643	47597	10307
1644	47619	10276
1645	47641	10246
1646	47665	10216
1647	47691	10186
1648	47714	10156
1649	47737	10126
1650	47759	10095
1651	47781	10065
1652	47803	10035
1653	47824	10004
1654	47848	9974
1655	47870	9944
1656	47892	9913
1657	47915	9883
1658	47938	9853
1659	47961	9823
1660	47985	9793
1661	48009	9763
1662	48031	9733
1663	48053	9703
1664	48077	9673
1665	48100	9643
1666	48125	9613
1667	48147	9583
