iter	Logloss
343	0.3318971515
344	0.3318209208
345	0.331735083
346	0.3316511879
347	0.3315745232
348	0.3315039262
349	0.3314119809
350	0.3313589702
351	0.3312749925
352	0.3312138862
353	0.3311291923
354	0.3310312862
355	0.3309586707
356	0.3308838546
357	0.3308169051
358	0.3307570555
359	0.330682352
360	0.330633632
361	0.3305129443
362	0.3304563482
363	0.3303905577
364	0.3303076665
365	0.3302206685
366	0.3301218953
367	0.3300572344
368	0.3299915128
369	0.3299123994
370	0.3298373446
371	0.3297418888
372	0.3296768913
373	0.329620859
374	0.3295571418
375	0.3294817453
376	0.3294112788
377	0.3293168455
378	0.3292481321
379	0.3291747997
380	0.3291058547
381	0.3290332218
382	0.3289361311
383	0.328878698
384	0.3288132079
385	0.3287294024
386	0.3286536343
387	0.32859587
388	0.3285165268
389	0.3284530972
390	0.3283856281
391	0.328322773
392	0.328257545
393	0.3281895652
394	0.3281210405
395	0.3280197222
396	0.3279654695
397	0.3278892493
398	0.3278319577
399	0.327767623
400	0.3277037638
401	0.3276171984
402	0.3275260445
403	0.3274591979
404	0.3273923515
405	0.3273114484
406	0.3272449545
407	0.3271887366
408	0.3271313682
409	0.3270689302
410	0.3269956673
411	0.326915541
412	0.3268538504
413	0.3267581206
414	0.3266973774
415	0.3266123652
416	0.3265402839
417	0.3264721163
418	0.3263967106
419	0.326324399
420	0.3262567069
421	0.3261877434
422	0.3261220786
423	0.3260634741
424	0.3259973952
425	0.3259246687
426	0.3258651066
427	0.3257957647
428	0.3257257632
429	0.3256491488
430	0.3255958305
431	0.3255208671
432	0.3254470227
433	0.3253968654
434	0.3253405741
435	0.3252876619
436	0.3252194077
437	0.3251652279
438	0.3251119769
439	0.3250544008
440	0.3249951834
441	0.3249387497
442	0.3248857343
443	0.3248220508
444	0.3247617029
445	0.3246951443
446	0.3246284358
447	0.3245626626
448	0.3244935473
449	0.3244409467
450	0.3243648505
451	0.3243044898
452	0.3242534059
453	0.3241947967
454	0.3241374708
455	0.3240770289
456	0.3240120074
457	0.323964302
458	0.3238895055
459	0.3238117694
460	0.3237475945
461	0.3236798741
462	0.323616831
463	0.3235507917
464	0.3234934917
465	0.3234357583
466	0.3233729549
467	0.3233119811
468	0.3232474018
469	0.3231674508
470	0.3230977611
471	0.3230487501
472	0.3229924759
473	0.322932523
474	0.322868634
475	0.3228196353
476	0.3227527683
477	0.3226967437
478	0.3226256139
479	0.3225681791
480	0.3225040042
481	0.3224464699
482	0.3223838688
483	0.3223237703
484	0.3222623452
485	0.3221900213
486	0.3221227365
487	0.3220627566
488	0.3220180326
489	0.3219454693
490	0.3218774262
491	0.3218166163
492	0.321766083
493	0.3217081984
494	0.3216529719
495	0.3215828721
496	0.3215058575
497	0.3214447405
498	0.321385793
499	0.3213291628
500	0.321269914
501	0.3212093178
502	0.3211596542
503	0.321104982
504	0.3210436124
505	0.320978263
506	0.3209322393
507	0.3208605835
508	0.3207956437
509	0.320749487
510	0.3206692404
511	0.320611408
512	0.3205494647
513	0.320466913
514	0.3203907348
515	0.3203304563
516	0.3202782478
517	0.3202181236
518	0.3201716986
519	0.3201118485
520	0.3200448008
521	0.3199876174
522	0.3199294091
523	0.3198712258
524	0.3198069767
525	0.3197430755
526	0.3196881623
527	0.3196372452
528	0.3195835771
529	0.3195092317
530	0.3194485504
531	0.3193842466
532	0.3193175167
533	0.3192677957
534	0.3192165314
535	0.3191588922
536	0.3191014239
537	0.3190442377
538	0.3189930207
539	0.3189503028
540	0.3188699043
541	0.318811793
542	0.3187577043
543	0.3186874197
544	0.3186128219
545	0.3185654462
546	0.3185148038
547	0.3184528087
548	0.3183943243
549	0.3183441458
550	0.3182839917
551	0.3182320513
552	0.3181897775
553	0.3181315808
554	0.3180775869
555	0.3180152011
556	0.3179602039
557	0.3179009074
558	0.3178527208
559	0.3178039795
560	0.3177502925
561	0.3177020417
562	0.3176374056
563	0.3175757599
564	0.3175286145
565	0.3174573077
566	0.3173989377
567	0.3173462135
568	0.3172920123
569	0.3172365632
570	0.3171795515
571	0.317130708
572	0.317093961
573	0.3170330341
574	0.3169864019
575	0.3169383636
576	0.3168876402
577	0.3168422305
578	0.3168039364
579	0.3167510966
580	0.3166757652
581	0.3166219638
582	0.3165797403
583	0.3165276939
584	0.3164843106
585	0.3164373386
586	0.31637672
587	0.3163255668
588	0.3162695764
589	0.3162172221
590	0.3161536897
591	0.3161033097
592	0.3160531313
593	0.3159997659
594	0.3159533908
595	0.3159114666
596	0.3158491279
597	0.315815343
598	0.3157653449
599	0.3157025451
600	0.3156439393
601	0.3155853266
602	0.3155328086
603	0.3154789679
604	0.3154305279
605	0.3153849724
606	0.3153183748
607	0.3152762151
608	0.3152389871
609	0.3151835631
610	0.3151293181
611	0.3150879173
612	0.3150365381
613	0.3149788166
614	0.3149157044
615	0.3148746688
616	0.3148294479
617	0.3147810636
618	0.3147386019
619	0.3146909642
620	0.3146435418
621	0.3145956076
622	0.3145373925
623	0.3144862741
624	0.3144424101
625	0.3143808373
626	0.314341814
627	0.3142932452
628	0.3142357289
629	0.3141829704
630	0.3141244991
631	0.3140767332
632	0.3140173385
633	0.3139765895
634	0.3139233382
635	0.3138767244
636	0.3138266966
637	0.3137764708
638	0.3137324437
639	0.3136884767
640	0.313640033
641	0.3135672509
642	0.3135252362
643	0.3134671814
644	0.3134347822
645	0.3133936262
646	0.3133477106
647	0.3133036533
648	0.3132630598
649	0.3132141976
650	0.3131747674
651	0.3131217047
652	0.3130706384
653	0.3130225511
654	0.3129813697
655	0.3129317023
656	0.312878935
657	0.3128396936
658	0.3127971852
659	0.3127404006
660	0.3126798683
661	0.3126203417
662	0.3125813196
663	0.3125296307
664	0.312482281
665	0.3124267204
666	0.3123852745
667	0.3123421828
668	0.3122959821
669	0.312237167
670	0.3121699663
671	0.3121334978
672	0.3120807704
673	0.3120391598
674	0.3119723817
675	0.3119220054
676	0.3118742734
677	0.3118352504
678	0.3117946611
679	0.311754059
680	0.3117052582
681	0.3116634927
682	0.3116117817
683	0.3115651243
684	0.3115162679
685	0.311465238
686	0.3114132911
687	0.3113516611
688	0.3113157509
689	0.311263967
690	0.3112105219
691	0.3111575574
692	0.3111034822
693	0.3110599141
694	0.3110155053
695	0.3109587168
696	0.3109082087
697	0.3108686174
698	0.3108336554
699	0.3107865712
700	0.3107472539
701	0.3107027538
702	0.3106442616
703	0.3106092526
704	0.3105639159
705	0.3105291689
706	0.310481974
707	0.3104158631
708	0.3103644071
709	0.3103173789
710	0.3102720419
711	0.3102105083
712	0.3101567947
713	0.3101019674
714	0.3100637137
715	0.3100192084
716	0.3099669904
717	0.3099210446
718	0.3098814092
719	0.3098386949
720	0.3097904012
721	0.3097382007
722	0.3096967837
723	0.3096500953
724	0.3096157849
725	0.3095630908
726	0.3095205868
727	0.3094884923
728	0.3094583897
729	0.3094113272
730	0.3093614594
731	0.3093147444
732	0.3092689784
733	0.3092261917
734	0.3091811552
735	0.3091279035
736	0.309087893
737	0.3090432177
738	0.3090135742
739	0.3089817339
740	0.308948599
741	0.3088888907
742	0.3088399355
743	0.3087959466
744	0.308752713
745	0.3087126646
746	0.3086617273
747	0.3086125023
748	0.3085623155
749	0.3085154334
750	0.3084657793
751	0.3084118537
752	0.3083649892
753	0.3083345601
754	0.3082927778
755	0.3082391743
756	0.3081952447
757	0.3081435342
758	0.3080993047
759	0.3080612914
760	0.3080278922
761	0.3079927071
762	0.3079488513
763	0.307909515
764	0.3078712737
765	0.3078275858
766	0.3077777307
767	0.3077457575
768	0.3077042273
769	0.3076461373
770	0.3075928347
771	0.3075483305
772	0.3074975735
773	0.3074486591
774	0.3074092618
775	0.3073570351
776	0.3073155145
777	0.3072783207
778	0.3072337996
779	0.3072015036
780	0.3071425012
781	0.3070931171
782	0.3070523175
783	0.3069947308
784	0.3069432733
785	0.3069041222
786	0.3068548837
787	0.3068105261
788	0.3067700618
789	0.3067290299
790	0.306683959
791	0.3066326722
792	0.3065974877
793	0.3065569751
794	0.3065081878
795	0.3064749283
796	0.306443422
797	0.3063969821
798	0.3063675876
799	0.3063186632
800	0.3062639673
801	0.3062276922
802	0.3061864542
803	0.3061462859
804	0.3061028201
805	0.3060583197
806	0.3060142617
807	0.3059739083
808	0.3059359548
809	0.3058930051
810	0.3058541415
811	0.3058231327
812	0.305777409
813	0.3057369747
814	0.3056873968
815	0.305636683
816	0.3055947032
817	0.3055481603
818	0.3055040257
819	0.305446018
820	0.3054035887
821	0.3053665512
822	0.3053232595
823	0.3052731246
824	0.305225355
825	0.3051856748
826	0.3051385274
827	0.3050946633
828	0.3050654878
829	0.3050160773
830	0.3049761958
831	0.3049272744
832	0.304886535
833	0.304840649
834	0.3047897458
835	0.3047482035
836	0.3047081123
837	0.3046689315
838	0.3046309996
839	0.3045925826
840	0.3045534695
841	0.3045114586
842	0.3044612197
843	0.3044110099
844	0.304365789
845	0.3043111472
846	0.3042612169
847	0.3042219885
848	0.3041759863
849	0.3041367408
850	0.3040965463
851	0.3040473923
852	0.3039933278
853	0.3039529922
854	0.3039240662
855	0.3038888432
856	0.3038574233
857	0.3038176029
858	0.3037601642
859	0.3037094704
860	0.3036783202
861	0.303628686
862	0.3035925048
863	0.3035536078
864	0.303499132
865	0.3034602634
866	0.3034101835
867	0.3033736079
868	0.3033334226
869	0.3032916367
870	0.3032540869
871	0.303210279
872	0.3031712648
873	0.3031430852
874	0.3031106988
875	0.3030619665
876	0.3030320394
877	0.3029909946
878	0.3029441944
879	0.3029091333
880	0.3028638408
881	0.3028210837
882	0.302781666
883	0.302735733
884	0.3027030978
885	0.3026539407
886	0.3026148983
887	0.3025637971
888	0.3025184543
889	0.302475427
890	0.3024410748
891	0.3024099033
892	0.3023655405
893	0.3023297367
894	0.3022825718
895	0.3022542676
896	0.3022153346
897	0.3021806478
898	0.3021316682
899	0.3020932424
900	0.3020379288
901	0.3019857404
902	0.3019455376
903	0.301904712
904	0.3018554732
905	0.3018204728
906	0.3017820641
907	0.301751678
908	0.3016985079
909	0.3016788918
910	0.3016358002
911	0.3016051349
912	0.301557253
913	0.3015192522
914	0.3014820923
915	0.3014427563
916	0.301395167
917	0.3013446442
918	0.3013073344
919	0.301279648
920	0.3012267651
921	0.3011890641
922	0.3011353696
923	0.3010820409
924	0.3010411898
925	0.3010023004
926	0.300968103
927	0.3009305711
928	0.3008936948
929	0.3008643174
930	0.300814096
931	0.3007767857
932	0.3007398104
933	0.3006981964
934	0.3006651061
935	0.3006280033
936	0.3005849502
937	0.3005484985
938	0.3005165669
939	0.3004889449
940	0.3004544124
941	0.3004099686
942	0.3003655769
943	0.3003365724
944	0.3002991594
945	0.3002547335
946	0.3002171748
947	0.3001766519
948	0.3001319218
949	0.3000949551
950	0.3000606408
951	0.3000185034
952	0.2999827251
953	0.2999480282
954	0.2999176093
955	0.2998819818
956	0.2998441613
957	0.299808881
958	0.2997765764
959	0.2997500249
960	0.29971284
961	0.2996697782
962	0.2996387457
963	0.2996030884
964	0.2995571065
965	0.299509714
966	0.2994681417
967	0.2994207486
968	0.2993907016
969	0.2993518164
970	0.2993212204
971	0.2992851552
972	0.2992468963
973	0.2992113899
974	0.2991809224
975	0.2991409261
976	0.2991127936
977	0.2990713248
978	0.2990219103
979	0.2990021137
980	0.2989531408
981	0.2989082076
982	0.2988701552
983	0.2988182414
984	0.2987789097
985	0.2987469229
986	0.298709467
987	0.2986682854
988	0.2986390969
989	0.2985931018
990	0.2985601505
991	0.2985155225
992	0.2984773931
993	0.2984374095
994	0.2983939826
995	0.2983731729
996	0.2983424421
997	0.2983024451
998	0.2982690631
999	0.2982349989
1000	0.2981953841
1001	0.2981489565
1002	0.2981044097
1003	0.2980761529
1004	0.2980322286
1005	0.2979958657
1006	0.2979639989
1007	0.2979394979
1008	0.2979042006
1009	0.2978663119
1010	0.297838171
1011	0.2977993752
1012	0.2977640397
1013	0.2977178192
1014	0.2976852097
1015	0.2976533649
1016	0.2976128483
1017	0.2975808317
1018	0.2975395203
1019	0.2975067907
1020	0.2974721598
1021	0.2974373915
1022	0.2973914417
1023	0.2973625279
1024	0.2973270208
1025	0.2972871492
1026	0.2972536644
1027	0.2972101564
1028	0.2971619307
1029	0.297129553
1030	0.2970860406
1031	0.297039929
1032	0.2970017653
1033	0.2969709536
1034	0.2969280784
1035	0.2968841446
1036	0.2968518397
1037	0.2968241538
1038	0.2967867831
1039	0.296741829
1040	0.2967070772
1041	0.2966684369
1042	0.2966261952
1043	0.2965930527
1044	0.2965624655
1045	0.2965141283
1046	0.2964768656
1047	0.2964501925
1048	0.2964032244
1049	0.2963781479
1050	0.2963424392
1051	0.2963041678
1052	0.2962732125
1053	0.2962414577
1054	0.2962034572
1055	0.296176784
1056	0.2961309235
1057	0.2960925836
1058	0.2960582143
1059	0.2960300434
1060	0.2959855518
1061	0.2959285549
1062	0.2959010274
1063	0.295865185
1064	0.2958232993
1065	0.2957875002
1066	0.2957544028
1067	0.2957127922
1068	0.2956744131
1069	0.2956477271
1070	0.2955949897
1071	0.295563166
1072	0.2955277108
1073	0.2954853398
1074	0.2954372785
1075	0.2953910899
1076	0.2953445117
1077	0.2953095155
1078	0.2952713171
1079	0.2952372016
1080	0.2952044463
1081	0.2951689181
1082	0.2951328525
1083	0.2950932164
1084	0.2950541334
1085	0.2950221934
1086	0.2949966195
1087	0.2949672808
1088	0.2949335128
1089	0.2948975419
1090	0.2948624474
1091	0.2948275198
1092	0.2947948932
1093	0.2947724095
1094	0.294745677
1095	0.2947179736
1096	0.294689399
1097	0.294651715
1098	0.2946196849
1099	0.2945833876
1100	0.2945378373
1101	0.2944960934
1102	0.2944589858
1103	0.2944249594
1104	0.2943939179
1105	0.2943464395
1106	0.2943131555
1107	0.2942721117
1108	0.2942314465
1109	0.2942042282
1110	0.294169485
1111	0.2941218992
1112	0.2940822324
1113	0.2940438898
1114	0.2940041537
1115	0.2939666377
1116	0.2939286917
1117	0.2938944036
1118	0.2938496163
1119	0.2938184065
1120	0.2937855346
1121	0.293750857
1122	0.2937125984
1123	0.2936786751
1124	0.2936427304
1125	0.2936216923
1126	0.2935853484
1127	0.2935457894
1128	0.2935035325
1129	0.2934753382
1130	0.2934413036
1131	0.2934134395
1132	0.2933795446
1133	0.293343877
1134	0.2932981097
1135	0.2932663157
1136	0.2932350019
1137	0.2931965287
1138	0.2931622507
1139	0.2931324512
1140	0.2930919728
1141	0.2930562509
1142	0.2930392208
1143	0.2930203534
1144	0.2929885892
1145	0.2929530451
1146	0.2929141838
1147	0.2928827588
1148	0.292852939
1149	0.2928202844
1150	0.2927902805
1151	0.2927613003
1152	0.292723854
1153	0.2926812727
1154	0.2926521228
1155	0.2926161888
1156	0.292571842
1157	0.2925357748
1158	0.2925203202
1159	0.2924967933
1160	0.2924615269
1161	0.2924283742
1162	0.2923921415
1163	0.2923494641
1164	0.2923173419
1165	0.2922827103
1166	0.2922564753
1167	0.2922123398
1168	0.2921802138
1169	0.2921458938
1170	0.2921233415
1171	0.2920887767
1172	0.2920422279
1173	0.2920050022
1174	0.2919650783
1175	0.2919318408
1176	0.2918978506
1177	0.2918689861
1178	0.291843189
1179	0.2918178596
1180	0.2917754822
1181	0.2917503566
1182	0.2917069124
1183	0.2916773993
1184	0.2916532176
1185	0.2916239108
1186	0.2915860045
1187	0.2915487119
1188	0.2915175301
1189	0.2914803642
1190	0.2914414595
1191	0.2914046089
1192	0.2913756775
1193	0.2913462036
1194	0.2913175182
1195	0.291286803
1196	0.2912438176
1197	0.2911988094
1198	0.2911666938
1199	0.2911270135
1200	0.2910970359
1201	0.2910569237
1202	0.2910213845
1203	0.2909841521
1204	0.2909363283
1205	0.2909079081
1206	0.2908800995
1207	0.2908272704
1208	0.2907915899
1209	0.2907546021
1210	0.2907222583
1211	0.2906782608
1212	0.2906439376
1213	0.2905955234
1214	0.290560171
1215	0.290518783
1216	0.2904890341
1217	0.2904482878
1218	0.2904111519
1219	0.2903779082
1220	0.2903543686
1221	0.2903153627
1222	0.2902791737
1223	0.2902456626
1224	0.2902045975
1225	0.2901715645
1226	0.2901327388
1227	0.2900862658
1228	0.2900547683
1229	0.2900285135
1230	0.290003096
1231	0.2899652393
1232	0.2899380856
1233	0.2898904246
1234	0.2898620804
1235	0.2898181331
1236	0.2897709769
1237	0.2897379288
1238	0.2897141294
1239	0.2896776803
1240	0.2896427807
1241	0.2896126221
1242	0.2895812015
1243	0.2895517148
1244	0.2895204842
1245	0.2894910958
1246	0.2894610425
1247	0.2894228468
1248	0.2893857471
1249	0.2893513316
1250	0.2893155202
1251	0.2892746068
1252	0.2892474701
1253	0.2892221792
1254	0.2891853249
1255	0.2891438084
1256	0.2891077226
1257	0.2890783233
1258	0.2890469459
1259	0.2890220023
1260	0.2889830314
1261	0.2889579636
1262	0.28893143
1263	0.2888985088
1264	0.2888603473
1265	0.2888249334
1266	0.2887768045
1267	0.2887470408
1268	0.2887071534
1269	0.2886751123
1270	0.2886440232
1271	0.2886155451
1272	0.2885794654
1273	0.288546094
1274	0.2885128462
1275	0.2884681871
1276	0.288435466
1277	0.2884053761
1278	0.2883698543
1279	0.288325737
1280	0.2882781878
1281	0.288249229
1282	0.2882115202
1283	0.2881800976
1284	0.2881538092
1285	0.2881288529
1286	0.2880908908
1287	0.2880593332
1288	0.2880342463
1289	0.2880062406
1290	0.287978024
1291	0.2879436463
1292	0.2879065487
1293	0.2878781824
1294	0.2878361331
1295	0.2878140273
1296	0.2877785026
1297	0.2877416761
1298	0.2877077357
1299	0.2876842341
1300	0.287659658
1301	0.2876450102
1302	0.287607077
1303	0.2875782408
1304	0.2875574978
1305	0.2875326188
1306	0.2874961733
1307	0.2874652414
1308	0.2874291808
1309	0.2873910625
1310	0.2873705256
1311	0.287338358
1312	0.2873043214
1313	0.2872591216
1314	0.2872255634
1315	0.2871857893
1316	0.287151787
1317	0.2871183016
1318	0.2870707938
1319	0.2870548453
1320	0.2870255553
1321	0.2869901558
1322	0.2869655367
1323	0.2869416013
1324	0.2869164459
1325	0.2868865168
1326	0.2868520743
1327	0.2868221544
1328	0.286793586
1329	0.2867680482
1330	0.2867409765
1331	0.2867108866
1332	0.2866767056
1333	0.2866477035
1334	0.2866212409
1335	0.2865959308
1336	0.2865666176
1337	0.2865393492
1338	0.2865052543
1339	0.2864664275
1340	0.2864361666
1341	0.2864086951
1342	0.2863795302
1343	0.2863430581
1344	0.2863181285
1345	0.286287596
1346	0.286255525
1347	0.2862210432
1348	0.2861879807
1349	0.2861695426
1350	0.2861400628
1351	0.2861129282
1352	0.2860928246
1353	0.2860649778
1354	0.2860302846
1355	0.2859929048
1356	0.2859638793
1357	0.2859372215
1358	0.2859015882
1359	0.2858648715
1360	0.285826935
1361	0.2858033395
1362	0.2857708931
1363	0.2857416145
1364	0.2857035013
1365	0.2856751972
1366	0.2856372496
1367	0.2856081749
1368	0.2855787456
1369	0.2855540302
1370	0.2855233478
1371	0.2854826472
1372	0.2854585494
1373	0.2854285952
1374	0.2854067518
1375	0.2853679931
1376	0.2853351711
1377	0.2852987731
1378	0.285267685
1379	0.2852421538
1380	0.2852139916
1381	0.2851821745
1382	0.285153705
1383	0.2851193682
1384	0.2851076257
1385	0.2850729223
1386	0.2850310197
1387	0.2849999416
1388	0.2849632304
1389	0.2849374864
1390	0.2849021279
1391	0.2848840324
1392	0.2848585181
1393	0.2848222699
1394	0.2847998491
1395	0.2847521473
1396	0.284723337
1397	0.2847061353
1398	0.2846806318
1399	0.2846372587
1400	0.2846153662
1401	0.2845957912
1402	0.2845588893
1403	0.2845296108
1404	0.2844989158
1405	0.2844652486
1406	0.2844338324
1407	0.2844283876
1408	0.2844037297
1409	0.2843773207
1410	0.2843413709
1411	0.2843106142
1412	0.2842778955
1413	0.2842470072
1414	0.2842196136
1415	0.2841891779
1416	0.2841513252
1417	0.2841271053
1418	0.2841032995
1419	0.2840707933
1420	0.2840434656
1421	0.2840071465
1422	0.2839804907
1423	0.283950931
1424	0.2839232091
1425	0.2838946771
1426	0.2838630766
1427	0.2838211847
1428	0.283785065
1429	0.2837575647
1430	0.2837276364
1431	0.2837054268
1432	0.2836922581
1433	0.2836691908
1434	0.2836426284
1435	0.2836077957
1436	0.283581324
1437	0.2835657382
1438	0.2835388668
1439	0.2834923996
1440	0.2834574533
1441	0.2834202964
1442	0.2833889859
1443	0.2833546296
1444	0.2833305322
1445	0.2832980726
1446	0.2832752174
1447	0.2832453468
1448	0.2832136111
1449	0.283187528
1450	0.2831519116
1451	0.2831288352
1452	0.283094295
1453	0.2830689586
1454	0.2830456656
1455	0.2830101458
1456	0.2829793567
1457	0.2829397711
1458	0.2829021709
1459	0.2828673118
1460	0.2828300602
1461	0.2828071365
1462	0.2827787604
1463	0.2827482349
1464	0.2827334802
1465	0.2826929601
1466	0.2826625933
1467	0.2826357978
1468	0.2826021631
1469	0.2825751732
1470	0.2825533324
1471	0.2825386566
1472	0.2825207769
1473	0.2824980379
1474	0.2824684605
1475	0.282445038
1476	0.282418292
1477	0.2823886638
1478	0.2823632852
1479	0.2823290384
1480	0.2823039442
1481	0.2822758977
1482	0.2822437531
1483	0.2822138672
1484	0.282190819
1485	0.2821582139
1486	0.2821404025
1487	0.2821060162
1488	0.2820698656
1489	0.2820403377
1490	0.2820039041
1491	0.281991156
1492	0.2819710331
1493	0.2819466479
1494	0.2819074689
1495	0.2818761768
1496	0.2818442842
1497	0.2818126037
1498	0.2817796886
1499	0.2817526655
1500	0.2817239726
1501	0.2816973919
1502	0.2816742466
1503	0.2816497567
1504	0.2816175353
1505	0.281606116
1506	0.2815795205
1507	0.2815525044
1508	0.281530164
1509	0.2814983209
1510	0.2814864052
1511	0.2814477662
1512	0.2814226924
