iter	Logloss
1513	0.281384193
1514	0.2813578032
1515	0.2813297379
1516	0.2812928505
1517	0.2812654073
1518	0.2812380862
1519	0.2812085329
1520	0.2811707084
1521	0.2811432148
1522	0.2811154377
1523	0.2810800189
1524	0.281052731
1525	0.281017619
1526	0.2809853334
1527	0.2809545367
1528	0.2809228564
1529	0.2808958139
1530	0.280858977
1531	0.2808356308
1532	0.2808134535
1533	0.2807933927
1534	0.2807661443
1535	0.2807401497
1536	0.2807096125
1537	0.2806886763
1538	0.280661295
1539	0.2806383043
1540	0.2806253825
1541	0.2805954744
1542	0.2805686573
1543	0.2805355623
1544	0.2805033886
1545	0.280492447
1546	0.2804620521
1547	0.2804309072
1548	0.2803965851
1549	0.2803575648
1550	0.2803276639
1551	0.2802894408
1552	0.2802582351
1553	0.2802281396
1554	0.2802032669
1555	0.2801789054
1556	0.280161914
1557	0.2801310505
1558	0.2800924833
1559	0.280067731
1560	0.2800519612
1561	0.2800154699
1562	0.279984323
1563	0.279972433
1564	0.2799307021
1565	0.2798976174
1566	0.2798697988
1567	0.2798473693
1568	0.279813116
1569	0.2797724534
1570	0.2797430144
1571	0.2797182816
1572	0.2796854855
1573	0.2796468306
1574	0.2796167301
1575	0.2795908686
1576	0.2795565854
1577	0.2795278735
1578	0.2794977367
1579	0.2794669267
1580	0.2794546618
1581	0.279428403
1582	0.279398357
1583	0.279371386
1584	0.2793444148
1585	0.2793169635
1586	0.2792842896
1587	0.279263924
1588	0.2792386524
1589	0.2792021918
1590	0.2791536793
1591	0.2791273266
1592	0.2791014544
1593	0.2790783118
1594	0.2790468954
1595	0.279012829
1596	0.2789661067
1597	0.2789425498
1598	0.2788940456
1599	0.2788606517
1600	0.2788353687
1601	0.2787969913
1602	0.2787670953
1603	0.2787386948
1604	0.2787182372
1605	0.2786967057
1606	0.278670551
1607	0.2786377938
1608	0.2786006246
1609	0.2785626262
1610	0.2785384923
1611	0.2784993407
1612	0.2784631114
1613	0.2784226274
1614	0.278391468
1615	0.2783581932
1616	0.2783188725
1617	0.2782866563
1618	0.2782519518
1619	0.2782179384
1620	0.2781852558
1621	0.2781475561
1622	0.2781263302
1623	0.2781016097
1624	0.2780780706
1625	0.2780522261
1626	0.278021175
1627	0.2779966546
1628	0.277969728
1629	0.2779451285
1630	0.2779070972
1631	0.2778854699
1632	0.2778541982
1633	0.2778233787
1634	0.2777950112
1635	0.2777678391
1636	0.2777421233
1637	0.2777142375
1638	0.2776856606
1639	0.2776578865
1640	0.2776375163
1641	0.2776085764
1642	0.2775879084
1643	0.2775582172
1644	0.2775302772
1645	0.2775183506
1646	0.2774859943
1647	0.2774430069
1648	0.2774137319
1649	0.2773789505
1650	0.2773532821
1651	0.2773459592
1652	0.2773141302
1653	0.2773079685
1654	0.2772711352
1655	0.2772497099
1656	0.2772311988
1657	0.2771960947
1658	0.2771683421
1659	0.277132603
1660	0.2771114221
1661	0.2770798062
1662	0.2770535385
1663	0.277024771
1664	0.2769948097
1665	0.2769675356
1666	0.2769347862
1667	0.2769076044
1668	0.2768708256
1669	0.276841212
1670	0.276821095
1671	0.2767946646
1672	0.2767612154
1673	0.2767304184
1674	0.2766987318
1675	0.2766730289
1676	0.2766375218
1677	0.2766053181
1678	0.2765724358
1679	0.2765417057
1680	0.2765175665
1681	0.2764838724
1682	0.2764674474
1683	0.2764454597
1684	0.2764157942
1685	0.2763929311
1686	0.27636618
1687	0.2763472848
1688	0.2763242647
1689	0.2762897986
1690	0.2762676905
1691	0.2762373557
1692	0.2762245065
1693	0.2761987462
1694	0.2761773837
1695	0.2761442919
1696	0.2761196126
1697	0.2760904823
1698	0.2760691169
1699	0.2760402278
1700	0.2760183793
1701	0.2759947645
1702	0.2759610863
1703	0.275936911
1704	0.2759148607
1705	0.2758855603
1706	0.275855631
1707	0.2758233
1708	0.2757953422
1709	0.2757782368
1710	0.2757650613
1711	0.2757448931
1712	0.2757179074
1713	0.2756910218
1714	0.2756674694
1715	0.2756431788
1716	0.275609859
1717	0.2755893823
1718	0.2755852528
1719	0.2755614169
1720	0.2755295314
1721	0.2754987183
1722	0.2754722949
1723	0.2754440274
1724	0.2754188969
1725	0.2753951934
1726	0.2753633701
1727	0.275330323
1728	0.2752915154
1729	0.2752584522
1730	0.2752238551
1731	0.2751884379
1732	0.2751491558
1733	0.2751189391
1734	0.2750886071
1735	0.2750650203
1736	0.2750300563
1737	0.2749999614
1738	0.2749697507
1739	0.2749494524
1740	0.2749167182
1741	0.2748910109
1742	0.2748589333
1743	0.2748142506
1744	0.2747967268
1745	0.2747749583
1746	0.2747455745
1747	0.2747113824
1748	0.2746842688
1749	0.2746589628
1750	0.2746349336
1751	0.2746067501
1752	0.2745840194
1753	0.2745540702
1754	0.2745258519
1755	0.2745044658
1756	0.2744718303
1757	0.2744476808
1758	0.2744234506
1759	0.2743961234
1760	0.2743711909
1761	0.2743254125
1762	0.2743050184
1763	0.2742852003
1764	0.2742472399
1765	0.2742278363
1766	0.2742024324
1767	0.2741790106
1768	0.2741548696
1769	0.2741278116
1770	0.2741030901
1771	0.2740784813
1772	0.2740509093
1773	0.2740273501
1774	0.274006272
1775	0.2739851509
1776	0.2739615747
1777	0.273937887
1778	0.2739161705
1779	0.2738883268
1780	0.27386935
1781	0.2738467972
1782	0.2738190762
1783	0.273789233
1784	0.27375343
1785	0.2737272912
1786	0.2736965124
1787	0.273669618
1788	0.2736375451
1789	0.2736046331
1790	0.2735730923
1791	0.273549982
1792	0.2735197698
1793	0.2734941487
1794	0.2734682544
1795	0.2734611654
1796	0.2734375659
1797	0.2734149691
1798	0.2733870019
1799	0.2733596547
1800	0.2733350726
1801	0.2733142436
1802	0.2732906975
1803	0.2732514688
1804	0.2732242889
1805	0.2731961956
1806	0.2731717862
1807	0.2731387471
1808	0.2731134152
1809	0.273089547
1810	0.2730665375
1811	0.2730328813
1812	0.2729982717
1813	0.2729838449
1814	0.2729647785
1815	0.2729357863
1816	0.2729041664
1817	0.2728720426
1818	0.2728497454
1819	0.2728276695
1820	0.2728030185
1821	0.272767677
1822	0.2727407464
1823	0.272711768
1824	0.2726892064
1825	0.272671009
1826	0.2726511673
1827	0.2726225655
1828	0.272596968
1829	0.2725598936
1830	0.2725355451
1831	0.2725046673
1832	0.272478008
1833	0.2724514808
1834	0.2724324768
1835	0.2724134806
1836	0.2723915169
1837	0.2723699453
1838	0.2723475516
1839	0.2723144552
1840	0.2722926791
1841	0.2722642588
1842	0.2722190518
1843	0.2721910072
1844	0.2721538624
1845	0.2721276249
1846	0.2721021709
1847	0.2720735186
1848	0.27205037
1849	0.272031573
1850	0.2720087007
1851	0.2719814369
1852	0.2719583868
1853	0.2719300571
1854	0.2719028495
1855	0.2718671353
1856	0.2718369203
1857	0.2718149236
1858	0.2717894633
1859	0.2717544968
1860	0.2717182946
1861	0.2716996658
1862	0.2716681531
1863	0.2716299133
1864	0.2716106919
1865	0.2715878195
1866	0.2715600392
1867	0.2715361803
1868	0.271504216
1869	0.2714810361
1870	0.2714475756
1871	0.2714194382
1872	0.2713844667
1873	0.2713611463
1874	0.2713392812
1875	0.2713124729
1876	0.2712774394
1877	0.271257337
1878	0.2712258688
1879	0.2711999953
1880	0.271162935
1881	0.2711301019
1882	0.2711046391
1883	0.2710705057
1884	0.2710294877
1885	0.2709955302
1886	0.2709700805
1887	0.2709440235
1888	0.2709180846
1889	0.2708935493
1890	0.2708664383
1891	0.2708411774
1892	0.2708180734
1893	0.2707949606
1894	0.2707649331
1895	0.2707371079
1896	0.2707062789
1897	0.2706805626
1898	0.2706641382
1899	0.2706421539
1900	0.270612798
1901	0.2705901898
1902	0.2705685839
1903	0.2705366003
1904	0.2705060387
1905	0.2704860103
1906	0.2704569119
1907	0.2704354862
1908	0.2704142127
1909	0.270386653
1910	0.2703589814
1911	0.2703387278
1912	0.2703020297
1913	0.2702844367
1914	0.2702464469
1915	0.27022653
1916	0.2702024368
1917	0.2701770039
1918	0.2701525268
1919	0.2701255727
1920	0.270097951
1921	0.2700695293
1922	0.2700416176
1923	0.2700173849
1924	0.2699821395
1925	0.2699549091
1926	0.2699210502
1927	0.2698831527
1928	0.2698618322
1929	0.2698402087
1930	0.2698109492
1931	0.2697801124
1932	0.2697575281
1933	0.2697344085
1934	0.269713558
1935	0.269694557
1936	0.26966841
1937	0.2696475786
1938	0.269612866
1939	0.2695847559
1940	0.2695642769
1941	0.2695313799
1942	0.2694980306
1943	0.269471471
1944	0.2694434544
1945	0.269433786
1946	0.2694086839
1947	0.2693750771
1948	0.2693423948
1949	0.2693157214
1950	0.2692886166
1951	0.2692627373
1952	0.2692299155
1953	0.2692044546
1954	0.2691762546
1955	0.2691484486
1956	0.2691251427
1957	0.2690973271
1958	0.269069851
1959	0.269043188
1960	0.2690184745
1961	0.2689993864
1962	0.2689769865
1963	0.2689504944
1964	0.2689189103
1965	0.2688872773
1966	0.2688637124
1967	0.2688326635
1968	0.2688070219
1969	0.2687833105
1970	0.2687653339
1971	0.2687382872
1972	0.2687180463
1973	0.2686892462
1974	0.2686653779
1975	0.2686486354
1976	0.2686220465
1977	0.2685850331
1978	0.268555574
1979	0.268534918
1980	0.2685069091
1981	0.2684785953
1982	0.2684493984
1983	0.2684238024
1984	0.2683954528
1985	0.2683631861
1986	0.2683348415
1987	0.2682956883
1988	0.2682704105
1989	0.2682399131
1990	0.2682102741
1991	0.2681798977
1992	0.2681644942
1993	0.2681447318
1994	0.2681192068
1995	0.268095635
1996	0.2680629161
1997	0.2680345882
1998	0.2680080722
1999	0.2679838358
